id,text,label
7388,"Chất lượng sản phẩm tuyệt vời, áo mềm thoải mái, rất ok",1
7389,Mà chắc mình to nên mặc hơi xấu hihi,1
7390,Quần dày mịn vải rất mát,1
7391,"Đóng gói được, giao hàng nhanh",1
7392,Nghe gọi hoặc chơi game thì max to nghe tạm ổn haha,1
7393,Form đẹp!!!,1
7394,"Chất vải siêu ưng ý, form đầm đẹp, nói chung giá 175k mình thấy rẻ cực",1
7395,Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn,1
7396,"Vãi đẹp, dáng váy đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",1
7397,"Thời gian giao hàng rất nhanh, hạt thơm",1
7398,Áo đẹp y hình nhưng dáng áo hơi dài còn lại thì ok,1
7399,Áo đẹp vải dày dặn mềm mát phôm chuẩn,1
7400,Quần đẹp chất mềm,1
7401,"Giày đẹp xuất sắc luôn, có miếng độn giữ form giày, giao hàng nhanh",1
7402,Chất tóc đẹp,1
7403,"Chất len dày dặn, đẹp, mặc ôm người lắm ạ",1
7404,"Chất lượng sản phẩm tuyệt vời: vải ổn, kiểu đẹp, form nhỏ _ eo < 65cm, < 50kg mặc đẹp, giống hình 90%",1
7405,Thời gian giao hàng rất nhanh chỉ có 2 ngày rep tin cũng nhanh nữa,1
7406,Chất lượng Chất lượng sản phẩm tuyệt vời,1
7407,"Hàng đẹp y hình, vải ok, giao hàng nhanh",1
7408,Nhưng màu nhạt so với ảnh,1
7409,Sản phẩm rất ưng ý.shop phục vụ nhiệt tình,1
7410,Thời gian giao hàng rất2 nhanh,1
7411,Chị bán hàng nhiệt tình nữa nè😚,1
7412,Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,1
7413,Hàng đẹp ❤❤❤❤❤,1
7414,"Thời gian giao hàng rất nhanh.Mẫu giống hình,đẹp",1
7415,"Mình vừa nhận đc 1 chiếc jeans quá ưng ý và mình muốn lan tỏa đến mn :))) Quần rất đẹp luôn, cả form và màu. Trước khi chọn size mn nên inb shop để đc tư vấn nha, mình cao 1m7, nặng 60kg mặc size 30 vừa in luôn. Cảm ơn shop và anh shipper thiệt nhiềuuuu :3",1
7416,"Quần form hơi bé cho mấy bạn to con, nhưng mình ốm nên rất vừa",1
7417,Do hết size M nên lấy L hơi rộng tí xíu nhưng chất ok,1
7418,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng hơi chậm,1
7419,Rẻ hơn cho,1
7420,Giầy đẹp ...mấy bạn có mua nhớ đặt size nhỏ hơn 1 số nhe,1
7421,"Ưng ý lắm lắm luôn đi shop ơi, cảm ơn shop nhé!!",1
7422,Cách shop phục vụ rất tốt và nhiệt tình,1
7423,Chất vải k thích lắm nhưng quần mặc dáng đẹp,1
7424,Nhưng rất dẹp 😍 sẽ ủng hộ shop dài,1
7425,Kiểu áo mới lạ nên mặc vào nhìn vừa cá tính lại cuốn hút,1
7426,Thời gian giao hàng nhanh Shop phục vụ rất tố,1
7427,Là ok cho 5 sao,1
7428,Hàng chất đẹp giao hàng nhanh sẽ ủng hộ shop,1
7429,Rất đáng tiền Chất lượng sản phẩm tuyệt vời,1
7430,Rất đáng tiền❤Thời gian giao hàng rất nhanh,1
7431,"Giày đẹp, form rộng hơn bình thường chút xíu",1
7432,"Chất lượng vải đẹp, hài lòng",1
7433,"Áo đẹp, tính đặt thêm mà sản phẩm hết roi :((",1
7434,"Mẫu mã đẹp, đóng gói cẩn thận, giao hàng hơi chậm",1
7435,Giá cả phải chăng,1
7436,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, quá chuẩn luôn shop bán uy tín",1
7437,Verry good,1
7438,Váy đẹp cả chất và lượng,1
7439,Áo đẹp hơi mỏng,1
7440,"Chất lượng sản phẩm tuyệt vời, ưng cái màu vàng này dễ sợ 😍",1
7441,Áo đẹp lắm a Mn nên mua,1
7442,Giao hàng rất nhanh cảm ơn shop,1
7443,Thank iu shop,1
7444,"Áo dáng rất đẹp, mình 53kg mặc vẫn rộng rãi thoải mái, có nón trùm đc cả đầu, mình rất hài lòng",1
7445,"Mũ đẹp lắm ạ,mix với váy thì tuyệt lun, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn",1
7446,Áo Blue 250k rất đẹp đấy shop,1
7447,"Vải thoáng mát, ít nhăn",1
7448,Rất ưng và đẹp,1
7449,Hang Ok,1
7450,Cũng đẹp hj,1
7451,"Giao lộn màu tím rồi, Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn",1
7452,Nhưng mình vẫn cho 4* vì giao hàng quáaaa lâu,1
7453,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền đẹp,1
7454,"Váy cực đẹp, rất đáng tiền, chị chủ shop lại siêu dễ thương 😙😙",1
7455,Vải dầy dặn co giãn tốt mọi ng nên ủng hộ shop nha shop hỗ trợ đổi trả rất tốt mọi ng nên tin tưởng ủng hộ,1
7456,"Chất lượng sản phẩm tuyệt vời, áo đẹp",1
7457,Vải đc,1
7458,"Quá tuyệt vời, quá xuất sắc , tôn dáng cực kì 😍😍😍😍😍",1
7459,"Đóng gói sản phẩm rất đẹp và chắc chắn, giao hàng nhanh",1
7460,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất tận tình và chu đáo nữa <3,1
7461,Hàng y ảnh nha,1
7462,"Túi đẹp, rất giống hình",1
7463,Chủ shop rất dễ thương và còn tặng thêm cột tóc,1
7464,"Mua về ai cũng khen đẹp, sẽ ủng hộ shop nữa",1
7465,"Mặc vào rất gọn gàng, đứng áo",1
7466,"Áo đẹp y hình vải dày dặt rất đáng túi tiền thời gian giao cũng không lâu lắm, chất lượng tuyệt vời đáng để chờ đợi sẽ tiếp tục mua hàng ủng hộ shop",1
7467,Hic nón đẹp mà rộng ơi là rộng,1
7468,"Chất lượng sản phẩm tuyệt vời, giá tiền quá rẻ so vớii sản phẩm",1
7469,Lần đầu mình mua quần áo qua mạng mà ưng ý ❤,1
7470,"Khá mỏng, ngắn, vải ok",1
7471,"Mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau, áo nâg ngực nhé",1
7472,Khá tốt so với giá,1
7473,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,1
7474,"Ôm vừa ngực, mặc rất đẹp nhé",1
7475,😘😘😘 Shop phục vụ rất tốt,1
7476,Áo lót giống hình Thời gian giao hàng rất nhanh,1
7477,Vải được,1
7478,Hang dep vai giay mac thich lam ạ,1
7479,Áo đẹp y hình..,1
7480,"Chất lượng sản phẩm tuyệt vời, tuy nhiên mình mặc bị chật, do áo size nhỏ hơn sz áo bình thường mình hay mua, ai mặc sz 36 không độn thì áo này nên lấy sz 38 nhé",1
7481,"Ưng ý, vãi đẹp",1
7482,"Áo đẹp, vải mát",1
7483,San pham ko nhu quang cao,1
7484,Thời gian giao hàng rất nhanh hàng y hình,1
7485,Đồ đúng đẹp luôn í,1
7486,San pham tuy Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
7487,Đặt sz đại cho thoải mái bh bơi trong áo. 😂😂😂,1
7488,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời áo mỏng vải mỏng,1
7489,Chất lượng sản phẩm tuyệt vờiThời gian giao hơi chậm,1
7490,"Form đẹp, chất cũng đẹp, nói chung là ưng...",1
7491,Len đẹp lắm shop ạ,1
7492,Chất lượng sản phẩm tuyệt vời.mỗi tội hơi ồn kêu to quá hihi,1
7493,Giao hang đúng và đay đủ nhu sản phẩm shop đăng,1
7494,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hàng rất đẹp,1
7495,Lần 2 mua son của shop rất ưng,1
7496,Quần mặc êm,1
7497,Còn mặc lên thì đẹp nhé,1
7498,Đẹp hơn mong đợi nè,1
7499,"Mình xài hộp màu xanh, sao lại thấy không thơm nhỉ",1
7500,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, áo ở ngoài đẹp hơn trong hình",1
7501,Len dày dặn hơn mong đợi,1
7502,"Quần đẹp, vải ok",1
7503,Mới uống đc gần 2 ngày mà đã giảm được 2kg rồi,1
7504,Áo đen vs xám chất # nhau,1
7505,Cảm ơn món quà của Shop ^^,1
7506,Mình rất thích cảm ơn các bạn,1
7507,Chất ok nhưng quần rộng quá không giống hình :(,1
7508,"Hộp bị hư, đóng gói không chất lượng bù lại hình rất đẹp",1
7509,"Thời gian giao hàng rất nhanh,",1
7510,Chất ok ạ,1
7511,Quá đẹp so với giá tiền,1
7512,Rất đáng tiền..,1
7513,"Hộp đựng đẹp, chắc chắn",1
7514,"Chất lượng sản phẩm tuyệt vời, Packing siêu đẹp",1
7515,Chất lượng vải ok,1
7516,"Chất lượng sản phẩm tuyệt vời, tặng thêm cái túi siêu cute luôn",1
7517,Chất lượng sản phẩm tuyệt vời....đầm đẹp rất ưng ý sẽ tiếp tục ủng hộ shop,1
7518,Nguyên seal,1
7519,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
7520,Quần đẹp ngoài mong đợi so vs giá tiền nvay. giao hành nhanh. thật sự rất ưng ý,1
7521,Chất vãi dày đáng tiền,1
7522,"Thời gian giao hàng nhanh, mới đặt 2h30p sau đã có hàng. ♥️♥️♥️",1
7523,Nhg áo của shop in cả chữ của hãng lên dây áo nên nhìn có vẻ xịn hơn,1
7524,So với mức giá thì hàng rất ổn,1
7525,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh ❤️❤️❤️❤️❤️,1
7526,Áo giống mô tả,1
7527,Chất lượng sản phẩm tuyệt vời size giày hơn lớn,1
7528,"Kiểu dáng đẹp , vải củng đẹp nữa",1
7529,"Áo đẹp lắm, tks shop",1
7530,"Kẹp tóc nhỏ xinh dễ thương, bơm bóng đã. Shop giao hàng nhanh nèee gói hàng cẩn thận",1
7531,Nhưng k cần đổi :),1
7532,Bộ mịn đẹp lại có quà nữa chứ giá rẻ hơn so với ngoài mà chất lượng vẫn tốt,1
7533,Áo đẹp nhg hơi rộng size S mà phải sửa lại tay áo mới vừa,1
7534,"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, chất vải ok",1
7535,"Shop chăm sóc khách hàng tốt quá, hộp đẹp nên tặng bạn gái mình thích quá trời",1
7536,Vừa rẻ vừa đẹp,1
7537,Vai muot .dep .dong goi va giao hang nhanh,1
7538,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,1
7539,Quần quá đẹp luôn ạ,1
7540,"Hàng đẹp giống hình,giao hàng nhanh",1
7541,Phù hợp với giá 29k,1
7542,Mình rất thích áo này,1
7543,Hàng ok so vs giá Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
7544,Khử mùi tốt,1
7545,"Chất lượng sản phẩm tuyệt vời, hạt to, vàng, nói chung là rất hài lòng .vote 5 sao cho shop",1
7546,Mìh 50kg mặc khóa trog cùg vẫn lỏng,1
7547,Quan rat dep va day dan chi tiec la dinh ben hong quan bi loi rot dinh nen ko dc ok lam,1
7548,"Váy lên form rất là đẹp, thướt tha lắm",1
7549,"Chất lượng sản phẩm tạm được , to quá, h làm sao 😢😢😢",1
7550,"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, nhưng vẫn ko sáng hơn đèn zin trên xe",1
7551,Áo chất mát nhưng hình in k đc ưng lắm,1
7552,Chất lượng ổn 😙😙😙😙😙,1
7553,"Phải nói là trước giờ lần đâu tiên mình được mặc cái áo vừa vặn như vậy, không gọng nhưng form vẫn rất đẹp, ngực mình 89 mặc size 38, áo mềm mại, mút mỏng, nhẹ nhàng",1
7554,"Rất đáng tiền.Tuy đợi hơi lâu nhưng rất đáng để đợi,chất vải tốt,dày dặn nhưng hơi nóng.Anh shipper đội cả mưa để giao hàng vỉ anh ấy cũng giao quen.Mong lần sau mua vẫn đẹp như thế",1
7555,Đầm đẹp ưng ý,1
7556,"Chất lượng ok, 5 sao vì chủ shop quá dthuong 😍",1
7557,Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
7558,Áo rất dày và đẹp...,1
7559,"Size S mà hơi to nhưng chất vải, đường may ok",1
7560,"Vải ổn, mặc mát lắm ạ",1
7561,"Áo đẹp, vải thích lắm",1
7562,"Tất màu xinh xắn , mình nam mang cũng vừa vặn , giao hàng nhanh , đủ hàng , oke lah",1
7563,Khăn mỏng nhẹ,1
7564,Đóng gói sản phẩm chắc chắn hàng đẹp nhưng áo nhìn cũng đc,1
7565,"Khăn mịn, dùng ok",1
7566,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Nhưng có điều quần này người 63kg mặc đã chật rồi là sao shop,1
7567,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.CHẮC MUA THÊM CÁI NỮA QUÁ 😂,1
7568,"Nước hoa thơm lâu, tuy nhiên mình thích mùi thơm của hương cuối hơn, hương đầu ko thích lắm",1
7569,Sẽ ủng hộ shop dài dài❤️,1
7570,"Thời gian giao hàng rất nhanh, ao giong hinh",1
7571,"Form đẹp, chất cotton mềm sờ thích lắm",1
7572,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.Thanks Shop,1
7573,Hàng đẹp như hình . shop phục vụ tận tình ❤❤❤,1
7574,Chất áo đẹp lắm lắm luôn ạ,1
7575,Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền. quần giống y hình. đẹp,1
7576,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt lần đầu tiên thấy có một shop có tâm nhất chuẩn đỉnh của đỉnh,1
7577,Dùng lâu k biêt sao..nhưng mới đầu thì..,1
7578,"Chất lượng sản phẩm tuyệt vời, giao hàng quá nhanh, đặt xong 2 tiếng có liền",1
7579,Tuy nhiên,1
7580,"Giày đẹp lắm ạ, size chuẩn ❤️",1
7581,"Shop tư vấn tốt , áo đẹp dày nên có vẻ chất liệu không được mát lắm",1
7582,"Áo ok, giống hình",1
7583,Giao hàng tốc độ tên lửa,1
7584,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ ủng hộ tiep,1
7585,"Chất vải dày dặn, không nhăn, chất vải đẹp hơn hình luôn",1
7586,Tay áo k rộng như mình nghĩ chất hơi ngứa chút nhưng sản phẩm rất ok với giá tiền như này thì phù hợp:)) mặc lên form đẹp ncl ưng:)),1
7587,"Chân váy đẹp lắm chị ạ, mặc vừa khít, cảm ơn chị nhiều, rất nhiệt tình, chúc chị bán được nhiều hàng",1
7588,Rẻ và đẹp,1
7589,"Đóng gói sản phẩm rất đẹp và chắc chắn, dạo này sao giao hàng chậm quá",1
7590,Áo thì vải tạm chấp nhận được.Tay hơi dài,1
7591,Chất lượng tốt mỗi chỉ không có hộp sản phẩm bên ngoài Đóng gói sản phẩm rất đẹp và chắc chắn,1
7592,Áo xinh lắm.,1
7593,Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
7594,Áo hơi lỗi 1 chút vì giá rẻ nên bị mỏng mặc lộ hết bên trọng nhưng do rẻ nên không đòi hỏi gì nhiều. thanks shop,1
7595,Chất lượng sản phẩm tuyệt vời bản quốc tế mới 100% không một vết xước chính hãng dgw vừa check mã code lần đầu tiên Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thank you Mi Shop,1
7596,"Thiếu mất một bộ phận trong đấy , shop làm mình thất vọng Chất lượng sản phẩm tuyệt vời Rất đáng tiền",1
7597,Hihi mih mặc siZe s mới vừa mà do thấy 49kg lấy m nên về phải bớp lại hẵn 6 phân oaka,1
7598,Đồ vải mát thoải mái 😗,1
7599,"Soạn hàng đủ đúng phân loại, mua 19 món ưng ý hết 19 ♥️",1
7600,Ưng cái bụng,1
7601,"Shop giao đủ hàng, chuẩn",1
7602,"Áo đẹp, Chất lượng sản phẩm tuyệt vời, Thời gian giao hàng rất nhanh",1
7603,Ncl mua với giá 69k đợt flash sale thì dc bộ ntn là ổn r,1
7604,"Tay áo ngắn quá không giống hình, Vải tạm được",1
7605,"Áo đẹp, đóng gói cẩn thận",1
7606,Vải dày+đẹp nhưng màu sậm hơn trên hình mà sp cũng rất ok nên mua,1
7607,"Ê áo đẹp nha,vải mỏng thôi nhưng ko kiểu bị dỏm đâu,tui dòm kiểu như đồ xịn lun á tr 😆 2 màu đều đẹp,xanh than ở ngoài đẹp hơn t chụp nha có 55k/1c rẻ vỡi cái này bán 100k t thấy vẫn ok nha,mua 2c cho ô ck bận đi làm mà thấy đẹp lắm nha,ko bị nóng đâu,sẽ mua tiếp khi có nhu cầu,đúng sz nha mí p 😁 cho shop 5 sao j mà rẻ đẹp dữ thần à 😍😍😍 👉Sửa lại đánh giá chút nè,áo ngắn lắm nha mí bồ,ck t 1m75 mặc vô nó ngắn bà cố lun á,đang tính mua thêm 2c sz Xl mà ko biết có dài hơn đc nhiều ko chứ 2xl thì sợ to qá tại ck t ốm lắm,thôi để ntin nhờ shop tư vấn v haizz",1
7608,Chất lượng bình thường,1
7609,Thời gian giao hàng rất nhanh.Hàng ok,1
7610,Mọi người mua nên mua size rộng 1 chút,1
7611,"Shop phục vụ tốt, thời gian giao hàng nhanh, chất vải cực đẹp",1
7612,Có chút trục trặc nhưng sửa lại thì vẫn đẹp,1
7613,Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh !!,1
7614,"Shop đóng gói hàng rất thận, lại còn tặng thêm thìa",1
7615,"Sản phẩm này rấtttttt là okkkkkk, mọi người tham khảo để mua nha, rất là đáng tiền luôn á, vài dày",1
7616,Chất áo đẹp,1
7617,"Áo đen hình rõ, nổi hơn áo đỏ nha",1
7618,"Đồ rất đẹp mặc ấm, rất cưng",1
7619,Chất vải tạm đc nhưng giá đấy là ok rồi,1
7620,"Phải nói là quần siêu đẹp, siêu đỉnh, siêu đáng mua từ form dáng đến chất nha mn Mình m55 45kg mặc size s sẽ dài vừa đẹp và rộng như này nha mn Phải quất thêm vài cái nữa thôi shop iu ơi",1
7621,Có xíu sai sót nhưng bõ qua đc,1
7622,Cám ơn shop nhiều nèii ❤,1
7623,"This bra looks great with its floral pattern, the form fits well, true to size",1
7624,Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.sẽ còn ủng hộ shop dài dài,1
7625,Lần sau lại mua,1
7626,Vải đẹp quần đẹp =),1
7627,Chất lượng sản phẩm tuyệt vời và Thời gian giao hàng rất nhanh,1
7628,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,dep qua troi luon",1
7629,E rất thích shop đóg gói kĩ sản phẩm đẹp 👍,1
7630,"Sản phẩm rất ok vải, voc,dáng,điều rất vừa vặn .giá thành lại hợp lý . Nhất là quá trình vận chuyển nhanh chỉ sau 2 ngày",1
7631,Y như hình from đẹp,1
7632,"Được mua sản phẩm tốt, còn được tặng quà nữa",1
7633,Quá đẹp thanks shop nhìu 💋,1
7634,"Chất lượng Khá, hợp với giá tiền",1
7635,"Chất lượng sản phẩm tuyệt vời, chất len dầy dạn, nói chung rất ưng cái bụng",1
7636,Chất vải khá đẹp,1
7637,"Áo đẹp, hihi",1
7638,"Áo này có tấm lót mỏng và phẳng lì, mặc vô nhìn như mặc áo thể thao á, nhưng chất ren rất mịn đẹp",1
7639,"Shop giao hàng rất nhanh, đóng gói sp rất kỹ ạ",1
7640,Chất lượng sản phẩm tuyệt vời 😍,1
7641,Ok ban nhe,1
7642,"Mới nhìn tưởng nhỏ qúa, mình 1m50, 43kg, sợ ôm sát body quá lộ khuyết điểm thấy mập nhưng mặc vào vừa y, form đẹp, vải dàn dặn, co giãn nhẹ",1
7643,"Đặt size M shop giao size lớn hơn, mặc hơi rộng",1
7644,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền áo đẹp lắm shop,1
7645,"Giao hàng nhanh như 1 cơn bão, vải dày đep",1
7646,Áo cổ polo hơi nhỏ so với tương tượng,1
7647,Chất lượng sản phẩm tuyệt vời quần from và vải rất đẹp nên mua.chỗ mình bân 130k_140k lận đó,1
7648,Đẹp không tì vết ❤️ ship max nhanh ạ 😘 chị chủ shop max đáng yêu 💕,1
7649,"Chất lượng sản phẩm tuyệt vời,áo rộng đẹp phù hợp cho cả người béo và gầy",1
7650,Shop giao hàng nhanh lắm luôn....sp ok...mà mình bận hơi rộng xíu...tks shop,1
7651,Dong goi dep,1
7652,"Rất ưng về chất vải ,tuy nhiên thừa chỉ may hơi nhiều.k sao mình tự cắt. 5 sao",1
7653,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh rất hài lòng sản phẩm shop rất đáng yêu😊 mặc cái áo đi chơi any khó tính khen đẹp😂,1
7654,"Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền, ok xài ngon cho 5 *",1
7655,"Giá rẻ mà tốt, bụng ôm chặt, phần quần khá thoải mái, ko nóng, ko thít vào ngấn đùi, ôm vừa vặn",1
7656,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được Shop phục vụ rất tốt Thời gian giao hàng nhanh,1
7657,"Áo đẹp lắm luôn, chắc chắn sẽ tiếp tục ủng hộ shop",1
7658,Vải hơi mỏng tuy nhiên mặc khá thoải mái,1
7659,Áoo đẹp vải ok,1
7660,"Áo đẹp, form đẹp, đóng gói cẩn thận nữa :D Mình ưng cực kì ấy",1
7661,"Giầy dáng đẹp, chun ôm khít vừa vặn, Chất lượng sản phẩm tuyệt vời",1
7662,Áo xinh chất đẹp gói hàng cẩn thận nêm cho shop 5 sao nhé!!,1
7663,"Quần đẹp , vải dày dặn, màu đen tuyền rất đẹp",1
7664,"Cảm ơn shop, sẽ tiếp tục ủng hộ",1
7665,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,1
7666,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Áo đẹp,1
7667,Áo đẹp lắm luôn í,1
7668,Chất lượng quá đi thui,1
7669,Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh giày bị bẩn một chút,1
7670,Dc shop tang mask nua,1
7671,Hang szie rat chuan,1
7672,Chất lượng sản phẩm tuyệt vời..shop tử tế...cho 5 sao..mình mua pacific rim lần này la lần thứ 4,1
7673,Chưa sài nhung nhìn sản phẩm thì thấy 👌,1
7674,Dóng gói ok.cho 5 sao,1
7675,Size M dành cho dưới 50 kg mà mình 47 kg mặc rộng quá.Chất vải mềm mùa hè mặc thoáng,1
7676,Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
7677,"Tất iu cực kỳ, sẽ chăm chỉ đi nhiều :))))",1
7678,"Áo nữ đẹp chắc chăn, quần nam vải mịn co giãn tốt",1
7679,"Chỉ thừa hơi nhiều, sản phẩm khá ổn",1
7680,Thanks shop nhju,1
7681,"Áo đẹp, nhưng phía sau hơi dài quá...chắc tại e lùn hihi",1
7682,Tuy giao hàng trễ nhưng vẫn cho 5* vì có sự giải thích rõ ràng,1
7683,M 62kg mà mặc váy nhìn rất gọn người,1
7684,"Đẹp, cực kì đẹp lại hợp túi tiền, lần sau sẽ ủng hộ",1
7685,"Áo sơmi vải đẹp, phí vận chuyển thấp. các bạn mua thì nên tham khảo shop này nhé",1
7686,Áo đẹp cực nhé vải dày nhưng mình nghĩ XL thì nên các bạn dưới 65kg mặc là hợp nhé tại mình 65kg mà mặc vừa khít nên 70-80kg giống shop ghi chắc là k vừa đâu ạ,1
7687,Mua giúp thôi nên ko biết thế nào nhưng nghe người thân gọi điện nói là cũng được nhưng nếu mua được màu đen thì tuyệt hơn,1
7688,"Sản phẩm tuyệt vời, đúng với mô tả. Giao hàng nhanh chóng, shipper thân thiện dễ mến Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt. Thời gian giao hàng nhanh chóng, tôi không phải chờ đợi quá lâu để nhận sản phẩm. Chất lượng sản phẩm vượt mong đợi. Tôi rất hài lòng với trải nghiệm mua hàng này",1
7689,Tốt vải OK,1
7690,Mua cả chục cái áo lẫn quần chỗ chị mà cái nào cũng ưng,1
7691,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh shop phục vụ chưa tốt,1
7692,"Sp chất đẹp, như hình, đóng gói sp chắc chắn cẩn thận",1
7693,"Đóng gói sản phẩm cực kỳ chắc chắn, thời gian giao hàng nhanh, date 06/2018",1
7694,Trừ 1sao cách nhắn tin của chu shop,1
7695,"Girl nào trên 53kg mặc đẹp , hoặc bạn nào dứoi 50 ký thắt kèm dây nịch eo nha,",1
7696,Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
7697,Áo của Shop đẹp lắm,1
7698,Còn tính năng khác cần thời gian thể nghiệm,1
7699,Đẹp vô cùng 💋💋💋,1
7700,Khá là ok .. ổn thanks you ah.,1
7701,Màu vàng hơi sáng,1
7702,"Áo đẹp chất dày dặn, chị chủ tâm lý nhiệt tình",1
7703,Ok vs giá tuền Shop phục vụ rất tốt,1
7704,Đóng gói sản phẩm rất đẹp và chắc chắn Cây đẹp nhưng hơi nhỏ,1
7705,"Chất vải đẹp, chị shop tư vấn nhiệt tình",1
7706,"Chất lượng sản phẩm tuyệt vời,cho 5 sao nhe,chất vải ok ,",1
7707,"Áo chuẩn hình, vải đẹp, đường may tốt",1
7708,Nhưng shop có gửi tặng kèm vỏ gối ôm dù mình ko có hỏi nên vẫn đánh giá shop 5*,1
